,label
11916,FAKE
11917,TRUE
11918,TRUE
11919,TRUE
11920,TRUE
11921,TRUE
11922,FAKE
11923,TRUE
11924,FAKE
11925,FAKE
11926,FAKE
11927,FAKE
11928,TRUE
11929,FAKE
11930,TRUE
11931,FAKE
11932,FAKE
11933,FAKE
11934,TRUE
11935,TRUE
11936,TRUE
11937,FAKE
11938,FAKE
11939,FAKE
11940,TRUE
11941,TRUE
11942,TRUE
11943,TRUE
11944,TRUE
11945,FAKE
11946,FAKE
11947,FAKE
11948,TRUE
11949,FAKE
11950,TRUE
11951,FAKE
11952,TRUE
11953,FAKE
11954,TRUE
11955,FAKE
11956,TRUE
11957,TRUE
11958,TRUE
11959,FAKE
11960,FAKE
11961,FAKE
11962,TRUE
11963,FAKE
11964,TRUE
11965,FAKE
11966,TRUE
11967,FAKE
11968,TRUE
11969,TRUE
11970,FAKE
11971,FAKE
11972,FAKE
11973,FAKE
11974,FAKE
11975,FAKE
11976,TRUE
11977,FAKE
11978,FAKE
11979,TRUE
11980,FAKE
11981,FAKE
11982,FAKE
11983,TRUE
11984,FAKE
11985,FAKE
11986,TRUE
11987,TRUE
11988,TRUE
11989,TRUE
11990,TRUE
11991,FAKE
11992,TRUE
11993,FAKE
11994,TRUE
11995,TRUE
11996,TRUE
11997,TRUE
11998,TRUE
11999,FAKE
12000,FAKE
12001,FAKE
12002,TRUE
12003,TRUE
12004,FAKE
12005,TRUE
12006,FAKE
12007,TRUE
12008,TRUE
12009,FAKE
12010,FAKE
12011,FAKE
12012,FAKE
12013,TRUE
12014,TRUE
12015,FAKE
12016,FAKE
12017,FAKE
12018,FAKE
12019,FAKE
12020,TRUE
12021,TRUE
12022,FAKE
12023,TRUE
12024,FAKE
12025,FAKE
12026,TRUE
12027,FAKE
12028,TRUE
12029,FAKE
12030,FAKE
12031,TRUE
12032,FAKE
12033,TRUE
12034,TRUE
12035,FAKE
12036,FAKE
12037,FAKE
12038,FAKE
12039,TRUE
12040,FAKE
12041,FAKE
12042,TRUE
12043,FAKE
12044,FAKE
12045,FAKE
12046,TRUE
12047,TRUE
12048,FAKE
12049,TRUE
12050,FAKE
12051,FAKE
12052,FAKE
12053,FAKE
12054,TRUE
12055,FAKE
12056,FAKE
12057,TRUE
12058,FAKE
12059,FAKE
12060,FAKE
12061,TRUE
12062,FAKE
12063,TRUE
12064,TRUE
12065,TRUE
12066,FAKE
12067,FAKE
12068,TRUE
12069,TRUE
12070,TRUE
12071,TRUE
12072,FAKE
12073,TRUE
12074,FAKE
12075,FAKE
12076,FAKE
12077,FAKE
12078,TRUE
12079,FAKE
12080,TRUE
12081,TRUE
12082,FAKE
12083,FAKE
12084,FAKE
12085,TRUE
12086,TRUE
12087,FAKE
12088,TRUE
12089,FAKE
12090,TRUE
12091,FAKE
12092,FAKE
12093,FAKE
12094,TRUE
12095,TRUE
12096,TRUE
12097,TRUE
12098,FAKE
12099,TRUE
12100,TRUE
12101,TRUE
12102,TRUE
12103,TRUE
12104,TRUE
12105,FAKE
12106,FAKE
12107,TRUE
12108,TRUE
12109,TRUE
12110,TRUE
12111,TRUE
12112,TRUE
12113,FAKE
12114,TRUE
12115,TRUE
12116,FAKE
12117,TRUE
12118,FAKE
12119,FAKE
12120,TRUE
12121,FAKE
12122,FAKE
12123,FAKE
12124,TRUE
12125,FAKE
12126,FAKE
12127,TRUE
12128,FAKE
12129,FAKE
12130,FAKE
12131,TRUE
12132,FAKE
12133,TRUE
12134,TRUE
12135,TRUE
12136,FAKE
12137,TRUE
12138,FAKE
12139,TRUE
12140,FAKE
12141,TRUE
12142,TRUE
12143,TRUE
12144,FAKE
12145,TRUE
12146,TRUE
12147,FAKE
12148,FAKE
12149,FAKE
12150,FAKE
12151,FAKE
12152,FAKE
12153,FAKE
12154,TRUE
12155,FAKE
12156,FAKE
12157,TRUE
12158,FAKE
12159,TRUE
12160,FAKE
12161,FAKE
12162,TRUE
12163,TRUE
12164,FAKE
12165,FAKE
12166,FAKE
12167,TRUE
12168,TRUE
12169,TRUE
12170,TRUE
12171,FAKE
12172,FAKE
12173,TRUE
12174,TRUE
12175,FAKE
12176,FAKE
12177,TRUE
12178,TRUE
12179,FAKE
12180,FAKE
12181,TRUE
12182,FAKE
12183,TRUE
12184,TRUE
12185,FAKE
12186,FAKE
12187,FAKE
12188,TRUE
12189,FAKE
12190,TRUE
12191,FAKE
12192,FAKE
12193,FAKE
12194,FAKE
12195,TRUE
12196,FAKE
12197,TRUE
12198,TRUE
12199,TRUE
12200,FAKE
12201,TRUE
12202,FAKE
12203,TRUE
12204,FAKE
12205,TRUE
12206,FAKE
12207,TRUE
12208,FAKE
12209,FAKE
12210,TRUE
12211,FAKE
12212,TRUE
12213,FAKE
12214,TRUE
12215,TRUE
12216,TRUE
12217,FAKE
12218,FAKE
12219,TRUE
12220,FAKE
12221,TRUE
12222,FAKE
12223,TRUE
12224,FAKE
12225,TRUE
12226,FAKE
12227,FAKE
12228,TRUE
12229,TRUE
12230,TRUE
12231,FAKE
12232,FAKE
12233,TRUE
12234,FAKE
12235,FAKE
12236,FAKE
12237,FAKE
12238,FAKE
12239,FAKE
12240,TRUE
12241,FAKE
12242,FAKE
12243,TRUE
12244,FAKE
12245,TRUE
12246,FAKE
12247,FAKE
12248,TRUE
12249,FAKE
12250,FAKE
12251,TRUE
12252,FAKE
12253,TRUE
12254,FAKE
12255,TRUE
12256,FAKE
12257,TRUE
12258,FAKE
12259,TRUE
12260,FAKE
12261,FAKE
12262,FAKE
12263,TRUE
12264,TRUE
12265,FAKE
12266,TRUE
12267,FAKE
12268,FAKE
12269,TRUE
12270,FAKE
12271,TRUE
12272,FAKE
12273,FAKE
12274,FAKE
12275,TRUE
12276,FAKE
12277,FAKE
12278,FAKE
12279,TRUE
12280,TRUE
12281,TRUE
12282,TRUE
12283,FAKE
12284,FAKE
12285,FAKE
12286,TRUE
12287,FAKE
12288,TRUE
12289,FAKE
12290,TRUE
12291,FAKE
12292,FAKE
12293,TRUE
12294,TRUE
12295,TRUE
12296,TRUE
12297,FAKE
12298,FAKE
12299,FAKE
12300,TRUE
12301,TRUE
12302,FAKE
12303,FAKE
12304,TRUE
12305,TRUE
12306,FAKE
12307,FAKE
12308,FAKE
12309,TRUE
12310,TRUE
12311,FAKE
12312,TRUE
12313,TRUE
12314,FAKE
12315,FAKE
12316,TRUE
12317,FAKE
12318,TRUE
12319,FAKE
12320,FAKE
12321,FAKE
12322,FAKE
12323,TRUE
12324,TRUE
12325,FAKE
12326,FAKE
12327,FAKE
12328,TRUE
12329,TRUE
12330,FAKE
12331,FAKE
12332,FAKE
12333,TRUE
12334,FAKE
12335,TRUE
12336,FAKE
12337,TRUE
12338,TRUE
12339,TRUE
12340,TRUE
12341,FAKE
12342,FAKE
12343,FAKE
12344,FAKE
12345,FAKE
12346,TRUE
12347,TRUE
12348,FAKE
12349,TRUE
12350,TRUE
12351,FAKE
12352,TRUE
12353,FAKE
12354,TRUE
12355,TRUE
12356,FAKE
12357,FAKE
12358,FAKE
12359,FAKE
12360,TRUE
12361,TRUE
12362,TRUE
12363,FAKE
12364,FAKE
12365,FAKE
12366,TRUE
12367,FAKE
12368,TRUE
12369,FAKE
12370,TRUE
12371,FAKE
12372,FAKE
12373,FAKE
12374,TRUE
12375,FAKE
12376,TRUE
12377,FAKE
12378,FAKE
12379,TRUE
12380,TRUE
12381,TRUE
12382,FAKE
12383,TRUE
12384,TRUE
12385,FAKE
12386,FAKE
12387,TRUE
12388,FAKE
12389,FAKE
12390,FAKE
12391,FAKE
12392,TRUE
12393,TRUE
12394,TRUE
12395,TRUE
12396,FAKE
12397,TRUE
12398,FAKE
12399,FAKE
12400,TRUE
12401,TRUE
12402,FAKE
12403,FAKE
12404,FAKE
12405,TRUE
12406,FAKE
12407,FAKE
12408,FAKE
12409,FAKE
12410,FAKE
12411,TRUE
12412,TRUE
12413,FAKE
12414,FAKE
12415,FAKE
12416,TRUE
12417,FAKE
12418,TRUE
12419,TRUE
12420,TRUE
12421,FAKE
12422,FAKE
12423,TRUE
12424,FAKE
12425,FAKE
12426,TRUE
12427,FAKE
12428,TRUE
12429,TRUE
12430,TRUE
12431,TRUE
12432,TRUE
12433,FAKE
12434,FAKE
12435,FAKE
12436,TRUE
12437,FAKE
12438,FAKE
12439,TRUE
12440,FAKE
12441,TRUE
12442,FAKE
12443,FAKE
12444,TRUE
12445,TRUE
12446,TRUE
12447,FAKE
12448,FAKE
12449,FAKE
12450,TRUE
12451,FAKE
12452,FAKE
12453,FAKE
12454,TRUE
12455,TRUE
12456,FAKE
12457,FAKE
12458,TRUE
12459,FAKE
12460,TRUE
12461,TRUE
12462,TRUE
12463,TRUE
12464,FAKE
12465,TRUE
12466,TRUE
12467,TRUE
12468,TRUE
12469,FAKE
12470,TRUE
12471,TRUE
12472,TRUE
12473,TRUE
12474,FAKE
12475,TRUE
12476,FAKE
12477,FAKE
12478,FAKE
12479,FAKE
12480,FAKE
12481,TRUE
12482,FAKE
12483,FAKE
12484,FAKE
12485,FAKE
12486,TRUE
12487,TRUE
12488,FAKE
12489,TRUE
12490,TRUE
12491,FAKE
12492,TRUE
12493,TRUE
12494,TRUE
12495,FAKE
12496,FAKE
12497,TRUE
12498,FAKE
12499,FAKE
12500,TRUE
12501,TRUE
12502,FAKE
12503,FAKE
12504,FAKE
12505,TRUE
12506,FAKE
12507,FAKE
12508,FAKE
12509,FAKE
12510,TRUE
12511,TRUE
12512,TRUE
12513,TRUE
12514,FAKE
12515,FAKE
12516,FAKE
12517,TRUE
12518,FAKE
12519,TRUE
12520,TRUE
12521,TRUE
12522,TRUE
12523,FAKE
12524,TRUE
12525,FAKE
12526,FAKE
12527,TRUE
12528,TRUE
12529,TRUE
12530,TRUE
12531,FAKE
12532,TRUE
12533,FAKE
12534,FAKE
12535,FAKE
12536,FAKE
12537,FAKE
12538,TRUE
12539,FAKE
12540,FAKE
12541,TRUE
12542,FAKE
12543,TRUE
12544,TRUE
12545,TRUE
12546,TRUE
12547,FAKE
12548,FAKE
12549,FAKE
12550,FAKE
12551,TRUE
12552,FAKE
12553,TRUE
12554,FAKE
12555,TRUE
12556,FAKE
12557,FAKE
12558,FAKE
12559,FAKE
12560,TRUE
12561,TRUE
12562,TRUE
12563,TRUE
12564,TRUE
12565,TRUE
12566,FAKE
12567,TRUE
12568,TRUE
12569,TRUE
12570,TRUE
12571,TRUE
12572,FAKE
12573,TRUE
12574,FAKE
12575,TRUE
12576,TRUE
12577,TRUE
12578,TRUE
12579,TRUE
12580,TRUE
12581,FAKE
12582,TRUE
12583,TRUE
12584,FAKE
12585,FAKE
12586,FAKE
12587,TRUE
12588,FAKE
12589,TRUE
12590,TRUE
12591,FAKE
12592,FAKE
12593,FAKE
12594,FAKE
12595,FAKE
12596,FAKE
12597,FAKE
12598,TRUE
12599,FAKE
12600,FAKE
12601,FAKE
12602,FAKE
12603,FAKE
12604,TRUE
12605,FAKE
12606,TRUE
12607,FAKE
12608,TRUE
12609,FAKE
12610,FAKE
12611,FAKE
12612,FAKE
12613,FAKE
12614,FAKE
12615,FAKE
12616,FAKE
12617,TRUE
12618,TRUE
12619,FAKE
12620,FAKE
12621,FAKE
12622,FAKE
12623,FAKE
12624,FAKE
12625,TRUE
12626,TRUE
12627,FAKE
12628,FAKE
12629,FAKE
12630,FAKE
12631,FAKE
12632,TRUE
12633,FAKE
12634,FAKE
12635,TRUE
12636,FAKE
12637,FAKE
12638,TRUE
12639,FAKE
12640,FAKE
12641,FAKE
12642,TRUE
12643,TRUE
12644,TRUE
12645,FAKE
12646,FAKE
12647,TRUE
12648,TRUE
12649,FAKE
12650,FAKE
12651,FAKE
12652,TRUE
12653,TRUE
12654,FAKE
12655,TRUE
12656,TRUE
12657,TRUE
12658,FAKE
12659,FAKE
12660,FAKE
12661,TRUE
12662,FAKE
12663,FAKE
12664,TRUE
12665,TRUE
12666,TRUE
12667,TRUE
12668,FAKE
12669,FAKE
12670,TRUE
12671,TRUE
12672,TRUE
12673,TRUE
12674,FAKE
12675,TRUE
12676,TRUE
12677,TRUE
12678,FAKE
12679,FAKE
12680,FAKE
12681,TRUE
12682,FAKE
12683,FAKE
12684,TRUE
12685,FAKE
12686,FAKE
12687,TRUE
12688,FAKE
12689,TRUE
12690,FAKE
12691,TRUE
12692,FAKE
12693,TRUE
12694,TRUE
12695,TRUE
12696,FAKE
12697,FAKE
12698,TRUE
12699,FAKE
12700,FAKE
12701,FAKE
12702,FAKE
12703,TRUE
12704,FAKE
12705,TRUE
12706,FAKE
12707,FAKE
12708,TRUE
12709,FAKE
12710,FAKE
12711,FAKE
12712,TRUE
12713,TRUE
12714,TRUE
12715,FAKE
12716,TRUE
12717,FAKE
12718,TRUE
12719,FAKE
12720,TRUE
12721,FAKE
12722,FAKE
12723,FAKE
12724,FAKE
12725,TRUE
12726,TRUE
12727,TRUE
12728,FAKE
12729,FAKE
12730,TRUE
12731,TRUE
12732,TRUE
12733,FAKE
12734,FAKE
12735,TRUE
12736,FAKE
12737,FAKE
12738,TRUE
12739,TRUE
12740,FAKE
12741,TRUE
12742,FAKE
12743,FAKE
12744,FAKE
12745,FAKE
12746,FAKE
12747,FAKE
12748,FAKE
12749,TRUE
12750,TRUE
12751,TRUE
12752,TRUE
12753,TRUE
12754,TRUE
12755,TRUE
12756,FAKE
12757,TRUE
12758,TRUE
12759,FAKE
12760,TRUE
12761,TRUE
12762,FAKE
12763,FAKE
12764,FAKE
12765,TRUE
12766,FAKE
12767,FAKE
12768,FAKE
12769,FAKE
12770,FAKE
12771,TRUE
12772,FAKE
12773,FAKE
12774,TRUE
12775,FAKE
12776,FAKE
12777,TRUE
12778,FAKE
12779,FAKE
12780,FAKE
12781,FAKE
12782,TRUE
12783,TRUE
12784,FAKE
12785,TRUE
12786,FAKE
12787,FAKE
12788,FAKE
12789,TRUE
12790,TRUE
12791,FAKE
12792,TRUE
12793,FAKE
12794,FAKE
12795,FAKE
12796,FAKE
12797,FAKE
12798,TRUE
12799,TRUE
12800,FAKE
12801,FAKE
12802,TRUE
12803,TRUE
12804,FAKE
12805,TRUE
12806,FAKE
12807,FAKE
12808,TRUE
12809,FAKE
12810,TRUE
12811,FAKE
12812,FAKE
12813,TRUE
12814,FAKE
12815,TRUE
12816,FAKE
12817,FAKE
12818,FAKE
12819,TRUE
12820,TRUE
12821,FAKE
12822,FAKE
12823,TRUE
12824,FAKE
12825,FAKE
12826,TRUE
12827,TRUE
12828,FAKE
12829,FAKE
12830,FAKE
12831,TRUE
12832,TRUE
12833,TRUE
12834,TRUE
12835,TRUE
12836,TRUE
12837,TRUE
12838,FAKE
12839,TRUE
12840,FAKE
12841,FAKE
12842,TRUE
12843,TRUE
12844,FAKE
12845,FAKE
12846,TRUE
12847,TRUE
12848,FAKE
12849,FAKE
12850,FAKE
12851,TRUE
12852,TRUE
12853,FAKE
12854,FAKE
12855,TRUE
12856,FAKE
12857,TRUE
12858,TRUE
12859,TRUE
12860,FAKE
12861,FAKE
12862,TRUE
12863,FAKE
12864,TRUE
12865,TRUE
12866,FAKE
12867,FAKE
12868,TRUE
12869,TRUE
12870,TRUE
12871,FAKE
12872,TRUE
12873,TRUE
12874,FAKE
12875,FAKE
12876,TRUE
12877,FAKE
12878,TRUE
12879,TRUE
12880,FAKE
12881,FAKE
12882,TRUE
12883,TRUE
12884,FAKE
12885,TRUE
12886,TRUE
12887,FAKE
12888,TRUE
12889,FAKE
12890,FAKE
12891,TRUE
12892,TRUE
12893,FAKE
12894,TRUE
12895,TRUE
12896,FAKE
12897,TRUE
12898,FAKE
12899,TRUE
12900,FAKE
12901,FAKE
12902,TRUE
12903,TRUE
12904,TRUE
12905,TRUE
12906,TRUE
12907,TRUE
12908,TRUE
12909,FAKE
12910,TRUE
12911,TRUE
12912,FAKE
12913,TRUE
12914,FAKE
12915,FAKE
12916,FAKE
12917,TRUE
12918,FAKE
12919,FAKE
12920,FAKE
12921,FAKE
12922,FAKE
12923,TRUE
12924,FAKE
12925,TRUE
12926,TRUE
12927,TRUE
12928,FAKE
12929,TRUE
12930,FAKE
12931,TRUE
12932,FAKE
12933,FAKE
12934,TRUE
12935,TRUE
12936,FAKE
12937,FAKE
12938,TRUE
12939,FAKE
12940,FAKE
12941,FAKE
12942,FAKE
12943,FAKE
12944,TRUE
12945,TRUE
12946,TRUE
12947,TRUE
12948,FAKE
12949,FAKE
12950,TRUE
12951,FAKE
12952,FAKE
12953,FAKE
12954,TRUE
12955,FAKE
12956,TRUE
12957,FAKE
12958,TRUE
12959,FAKE
12960,FAKE
12961,TRUE
12962,TRUE
12963,TRUE
12964,FAKE
12965,TRUE
12966,TRUE
12967,FAKE
12968,TRUE
12969,TRUE
12970,TRUE
12971,TRUE
12972,FAKE
12973,FAKE
12974,TRUE
12975,FAKE
12976,TRUE
12977,TRUE
12978,TRUE
12979,TRUE
12980,TRUE
12981,TRUE
12982,TRUE
12983,TRUE
12984,TRUE
12985,TRUE
12986,TRUE
12987,FAKE
12988,TRUE
12989,TRUE
12990,FAKE
12991,FAKE
12992,FAKE
12993,FAKE
12994,TRUE
12995,TRUE
12996,FAKE
12997,FAKE
12998,TRUE
12999,TRUE
13000,FAKE
13001,FAKE
13002,TRUE
13003,TRUE
13004,TRUE
13005,TRUE
13006,FAKE
13007,TRUE
13008,TRUE
13009,TRUE
13010,FAKE
13011,FAKE
13012,FAKE
13013,TRUE
13014,FAKE
13015,TRUE
13016,FAKE
13017,FAKE
13018,TRUE
13019,FAKE
13020,FAKE
13021,FAKE
13022,TRUE
13023,TRUE
13024,TRUE
13025,TRUE
13026,FAKE
13027,FAKE
13028,FAKE
13029,TRUE
13030,TRUE
13031,TRUE
13032,TRUE
13033,FAKE
13034,TRUE
13035,TRUE
13036,FAKE
13037,TRUE
13038,TRUE
13039,FAKE
13040,TRUE
13041,FAKE
13042,FAKE
13043,TRUE
13044,FAKE
13045,TRUE
13046,TRUE
13047,FAKE
13048,TRUE
13049,TRUE
13050,FAKE
13051,FAKE
13052,TRUE
13053,TRUE
13054,TRUE
13055,FAKE
13056,FAKE
13057,FAKE
13058,TRUE
13059,FAKE
13060,TRUE
13061,TRUE
13062,FAKE
13063,FAKE
13064,FAKE
13065,TRUE
13066,FAKE
13067,TRUE
13068,TRUE
13069,FAKE
13070,FAKE
13071,TRUE
13072,FAKE
13073,TRUE
13074,FAKE
13075,TRUE
13076,FAKE
13077,FAKE
13078,FAKE
13079,FAKE
13080,FAKE
13081,TRUE
13082,TRUE
13083,FAKE
13084,TRUE
13085,FAKE
13086,TRUE
13087,TRUE
13088,FAKE
13089,TRUE
13090,FAKE
13091,FAKE
13092,FAKE
13093,TRUE
13094,FAKE
13095,FAKE
13096,TRUE
13097,TRUE
13098,TRUE
13099,FAKE
13100,FAKE
13101,TRUE
13102,TRUE
13103,TRUE
13104,FAKE
13105,FAKE
13106,FAKE
13107,FAKE
13108,TRUE
13109,FAKE
13110,FAKE
13111,FAKE
13112,FAKE
13113,FAKE
13114,TRUE
13115,FAKE
13116,TRUE
13117,TRUE
13118,TRUE
13119,FAKE
13120,FAKE
13121,FAKE
13122,TRUE
13123,FAKE
13124,FAKE
13125,TRUE
13126,TRUE
13127,FAKE
13128,FAKE
13129,FAKE
13130,TRUE
13131,FAKE
13132,FAKE
13133,FAKE
13134,FAKE
13135,FAKE
13136,FAKE
13137,FAKE
13138,TRUE
13139,FAKE
13140,FAKE
13141,TRUE
13142,FAKE
13143,TRUE
13144,TRUE
13145,TRUE
13146,FAKE
13147,TRUE
13148,TRUE
13149,TRUE
13150,FAKE
13151,FAKE
13152,FAKE
13153,TRUE
13154,TRUE
13155,TRUE
13156,FAKE
13157,TRUE
13158,FAKE
13159,FAKE
13160,FAKE
13161,FAKE
13162,FAKE
13163,FAKE
13164,FAKE
13165,FAKE
13166,FAKE
13167,TRUE
13168,FAKE
13169,FAKE
13170,FAKE
13171,FAKE
13172,FAKE
13173,TRUE
13174,TRUE
13175,TRUE
13176,TRUE
13177,FAKE
13178,FAKE
13179,TRUE
13180,FAKE
13181,FAKE
13182,FAKE
13183,TRUE
13184,FAKE
13185,FAKE
13186,TRUE
13187,FAKE
13188,TRUE
13189,TRUE
13190,FAKE
13191,TRUE
13192,TRUE
13193,FAKE
13194,FAKE
13195,TRUE
13196,FAKE
13197,TRUE
13198,TRUE
13199,TRUE
13200,TRUE
13201,FAKE
13202,TRUE
13203,FAKE
13204,TRUE
13205,FAKE
13206,TRUE
13207,FAKE
13208,FAKE
13209,TRUE
13210,FAKE
13211,FAKE
13212,TRUE
13213,FAKE
13214,TRUE
13215,FAKE
13216,TRUE
13217,FAKE
13218,TRUE
13219,TRUE
13220,FAKE
13221,FAKE
13222,FAKE
13223,FAKE
13224,TRUE
13225,TRUE
13226,FAKE
13227,FAKE
13228,FAKE
13229,TRUE
13230,TRUE
13231,TRUE
13232,TRUE
13233,TRUE
13234,FAKE
13235,TRUE
13236,FAKE
13237,FAKE
13238,TRUE
13239,FAKE
13240,TRUE
13241,TRUE
13242,TRUE
13243,TRUE
13244,TRUE
13245,TRUE
13246,FAKE
13247,TRUE
13248,TRUE
13249,TRUE
13250,TRUE
13251,FAKE
13252,TRUE
13253,FAKE
13254,TRUE
13255,TRUE
13256,FAKE
13257,TRUE
13258,TRUE
13259,FAKE
13260,TRUE
13261,FAKE
13262,TRUE
13263,TRUE
13264,FAKE
13265,TRUE
13266,TRUE
13267,TRUE
13268,FAKE
13269,FAKE
13270,FAKE
13271,FAKE
13272,FAKE
13273,FAKE
13274,TRUE
13275,FAKE
13276,FAKE
13277,TRUE
13278,TRUE
13279,FAKE
13280,FAKE
13281,TRUE
13282,TRUE
13283,FAKE
13284,FAKE
13285,FAKE
13286,FAKE
13287,TRUE
13288,TRUE
13289,TRUE
13290,TRUE
13291,FAKE
13292,TRUE
13293,FAKE
13294,TRUE
13295,TRUE
13296,TRUE
13297,FAKE
13298,TRUE
13299,TRUE
13300,TRUE
13301,TRUE
13302,FAKE
13303,TRUE
13304,TRUE
13305,FAKE
13306,TRUE
13307,FAKE
13308,FAKE
13309,TRUE
13310,FAKE
13311,TRUE
13312,TRUE
13313,FAKE
13314,TRUE
13315,TRUE
13316,TRUE
13317,FAKE
13318,FAKE
13319,FAKE
13320,FAKE
13321,TRUE
13322,FAKE
13323,FAKE
13324,FAKE
13325,FAKE
13326,TRUE
13327,TRUE
13328,FAKE
13329,FAKE
13330,TRUE
13331,FAKE
13332,FAKE
13333,TRUE
13334,FAKE
13335,FAKE
13336,FAKE
13337,TRUE
13338,TRUE
13339,TRUE
13340,FAKE
13341,FAKE
13342,TRUE
13343,TRUE
13344,TRUE
13345,FAKE
13346,TRUE
13347,FAKE
13348,FAKE
13349,TRUE
13350,FAKE
13351,TRUE
13352,FAKE
13353,FAKE
13354,TRUE
13355,TRUE
13356,FAKE
13357,FAKE
13358,TRUE
13359,FAKE
13360,FAKE
13361,TRUE
13362,TRUE
13363,TRUE
13364,FAKE
13365,TRUE
13366,TRUE
13367,FAKE
13368,FAKE
13369,TRUE
13370,TRUE
13371,FAKE
13372,FAKE
13373,TRUE
13374,TRUE
13375,FAKE
13376,FAKE
13377,FAKE
13378,FAKE
13379,FAKE
13380,FAKE
13381,FAKE
13382,TRUE
13383,FAKE
13384,FAKE
13385,FAKE
13386,FAKE
13387,TRUE
13388,TRUE
13389,FAKE
13390,TRUE
13391,TRUE
13392,TRUE
13393,FAKE
13394,TRUE
13395,TRUE
13396,FAKE
13397,TRUE
13398,TRUE
13399,TRUE
13400,FAKE
13401,TRUE
13402,FAKE
13403,FAKE
13404,TRUE
13405,TRUE
13406,FAKE
13407,TRUE
13408,TRUE
13409,FAKE
13410,TRUE
13411,TRUE
13412,FAKE
13413,TRUE
13414,TRUE
13415,FAKE
13416,TRUE
13417,FAKE
13418,FAKE
13419,FAKE
13420,TRUE
13421,FAKE
13422,TRUE
13423,FAKE
13424,FAKE
13425,TRUE
13426,FAKE
13427,FAKE
13428,TRUE
13429,FAKE
13430,FAKE
13431,TRUE
13432,FAKE
13433,FAKE
13434,FAKE
13435,FAKE
13436,TRUE
13437,TRUE
13438,FAKE
13439,TRUE
13440,FAKE
13441,TRUE
13442,TRUE
13443,FAKE
13444,FAKE
13445,FAKE
13446,FAKE
13447,TRUE
13448,FAKE
13449,FAKE
13450,TRUE
13451,FAKE
13452,FAKE
13453,FAKE
13454,TRUE
13455,FAKE
13456,TRUE
13457,TRUE
13458,TRUE
13459,TRUE
13460,FAKE
13461,TRUE
13462,FAKE
13463,TRUE
13464,FAKE
13465,FAKE
13466,TRUE
13467,FAKE
13468,FAKE
13469,FAKE
13470,FAKE
13471,TRUE
13472,FAKE
13473,FAKE
13474,TRUE
13475,TRUE
13476,TRUE
13477,TRUE
13478,TRUE
13479,FAKE
13480,FAKE
13481,FAKE
13482,FAKE
13483,FAKE
13484,FAKE
13485,TRUE
13486,FAKE
13487,FAKE
13488,FAKE
13489,TRUE
13490,FAKE
13491,FAKE
13492,TRUE
13493,FAKE
13494,TRUE
13495,TRUE
13496,TRUE
13497,FAKE
13498,FAKE
13499,FAKE
13500,TRUE
13501,FAKE
13502,FAKE
13503,TRUE
13504,TRUE
13505,TRUE
13506,FAKE
13507,FAKE
13508,FAKE
13509,TRUE
13510,FAKE
13511,TRUE
13512,TRUE
13513,TRUE
13514,FAKE
13515,FAKE
13516,FAKE
13517,TRUE
13518,FAKE
13519,FAKE
13520,FAKE
13521,FAKE
13522,TRUE
13523,TRUE
13524,TRUE
13525,FAKE
13526,FAKE
13527,TRUE
13528,FAKE
13529,TRUE
13530,FAKE
13531,FAKE
13532,FAKE
13533,FAKE
13534,TRUE
13535,FAKE
13536,FAKE
13537,TRUE
13538,TRUE
13539,FAKE
13540,FAKE
13541,TRUE
13542,FAKE
13543,FAKE
13544,FAKE
13545,FAKE
13546,TRUE
13547,TRUE
13548,FAKE
13549,TRUE
13550,TRUE
13551,FAKE
13552,TRUE
13553,TRUE
13554,FAKE
13555,TRUE
13556,TRUE
13557,TRUE
13558,TRUE
13559,FAKE
13560,TRUE
13561,FAKE
13562,TRUE
13563,FAKE
13564,TRUE
13565,FAKE
13566,TRUE
13567,FAKE
13568,TRUE
13569,TRUE
13570,TRUE
13571,FAKE
13572,TRUE
13573,TRUE
13574,TRUE
13575,FAKE
13576,FAKE
13577,FAKE
13578,FAKE
13579,FAKE
13580,TRUE
13581,TRUE
13582,TRUE
13583,TRUE
13584,FAKE
13585,FAKE
13586,FAKE
13587,FAKE
13588,TRUE
13589,TRUE
13590,TRUE
13591,FAKE
13592,FAKE
13593,TRUE
13594,TRUE
13595,FAKE
13596,FAKE
13597,TRUE
13598,TRUE
13599,TRUE
13600,FAKE
13601,TRUE
13602,FAKE
13603,TRUE
13604,FAKE
13605,FAKE
13606,TRUE
13607,TRUE
13608,TRUE
13609,TRUE
13610,FAKE
13611,TRUE
13612,TRUE
13613,TRUE
13614,TRUE
13615,FAKE
13616,TRUE
13617,FAKE
13618,FAKE
13619,FAKE
13620,FAKE
13621,TRUE
13622,TRUE
13623,TRUE
13624,FAKE
13625,FAKE
13626,FAKE
13627,FAKE
13628,TRUE
13629,FAKE
13630,FAKE
13631,TRUE
13632,TRUE
13633,FAKE
13634,TRUE
13635,FAKE
13636,TRUE
13637,FAKE
13638,FAKE
13639,TRUE
13640,FAKE
13641,FAKE
13642,FAKE
13643,FAKE
13644,TRUE
13645,FAKE
13646,TRUE
13647,FAKE
13648,TRUE
13649,TRUE
13650,FAKE
13651,TRUE
13652,TRUE
13653,TRUE
13654,TRUE
13655,FAKE
13656,TRUE
13657,FAKE
13658,FAKE
13659,TRUE
13660,FAKE
13661,FAKE
13662,TRUE
13663,FAKE
13664,TRUE
